index,borough,latitude,longitude,year,week,day,hour,1_engine_presence
3609,1,"40,72915","-73,995",2023,40,1,10,1
3617,1,"40,72915","-73,995",2023,35,1,18,1
3618,1,"40,72915","-73,995",2023,35,1,18,1
3620,1,"40,72915","-73,995",2023,35,1,18,1
3621,1,"40,72915","-73,995",2023,35,1,18,1
3622,1,"40,72915","-73,995",2023,35,1,18,1
3623,1,"40,72915","-73,995",2023,35,1,18,1
3632,1,"40,72915","-73,995",2023,27,4,8,1
3637,1,"40,72915","-73,995",2023,27,4,8,1
3662,1,"40,72915","-73,995",2023,24,4,16,1
3663,1,"40,72915","-73,995",2023,24,4,16,1
3664,1,"40,72915","-73,995",2023,24,4,16,1
3665,1,"40,72915","-73,995",2023,24,4,16,1
3687,1,"40,73142","-73,99629",2023,39,3,10,1
3692,1,"40,73142","-73,99629",2023,39,3,10,1
3694,1,"40,73142","-73,99629",2023,39,3,10,1
3698,1,"40,73142","-73,99629",2023,16,1,19,1
3702,1,"40,73142","-73,99629",2023,27,3,13,1
3704,1,"40,73142","-73,99629",2023,27,3,13,1
3705,1,"40,73142","-73,99629",2023,27,3,13,1
3706,1,"40,73142","-73,99629",2023,27,3,13,1
3717,1,"40,73142","-73,99629",2023,37,0,14,1
3720,1,"40,73142","-73,99629",2023,37,0,14,1
3721,1,"40,73142","-73,99629",2023,37,0,14,1
3723,1,"40,73142","-73,99629",2023,37,0,14,1
3741,1,"40,73142","-73,99629",2023,20,6,10,1
3742,1,"40,73142","-73,99629",2023,20,6,10,1
3744,1,"40,73142","-73,99629",2023,20,6,10,1
3745,1,"40,73142","-73,99629",2023,20,6,10,1
3747,1,"40,73142","-73,99629",2023,20,6,10,1
3750,1,"40,73142","-73,99629",2023,33,6,14,1
3754,1,"40,73142","-73,99629",2023,33,6,14,1
3755,1,"40,73142","-73,99629",2023,33,6,14,1
3759,1,"40,73142","-73,99629",2023,30,5,10,1
3762,1,"40,73142","-73,99629",2023,30,5,10,1
3765,1,"40,73142","-73,99629",2023,30,5,10,1
3767,1,"40,73142","-73,99629",2023,39,3,8,1
3768,1,"40,73142","-73,99629",2023,39,3,8,1
3770,1,"40,73142","-73,99629",2023,39,3,8,1
3772,1,"40,73142","-73,99629",2023,39,3,8,1
3773,1,"40,73142","-73,99629",2023,39,3,8,1
3781,1,"40,73142","-73,99629",2023,33,5,8,1
3782,1,"40,73142","-73,99629",2023,33,5,8,1
3784,1,"40,73142","-73,99629",2023,33,5,8,1
3787,1,"40,73142","-73,99629",2023,33,5,8,1
3792,1,"40,73142","-73,99629",2023,16,1,11,1
3793,1,"40,73142","-73,99629",2023,16,1,11,1
3794,1,"40,73142","-73,99629",2023,16,1,11,1
3795,1,"40,73142","-73,99629",2023,16,1,11,1
3796,1,"40,73142","-73,99629",2023,16,1,11,1
3799,1,"40,73142","-73,99629",2023,44,4,14,1
3802,1,"40,73142","-73,99629",2023,44,4,14,1
3803,1,"40,73142","-73,99629",2023,44,4,14,1
3805,1,"40,73142","-73,99629",2023,44,4,14,1
3807,1,"40,73142","-73,99629",2023,33,6,17,1
3808,1,"40,73142","-73,99629",2023,33,6,17,1
3810,1,"40,73142","-73,99629",2023,33,6,17,1
3811,1,"40,73142","-73,99629",2023,33,6,17,1
3812,1,"40,73142","-73,99629",2023,33,6,17,1
3818,1,"40,73142","-73,99629",2023,33,6,9,1
3833,1,"40,77632","-73,96372",2023,43,2,13,1
3834,1,"40,77632","-73,96372",2023,43,2,13,1
3836,1,"40,77632","-73,96372",2023,43,2,13,1
3838,1,"40,77632","-73,96372",2023,43,2,13,1
3843,1,"40,77632","-73,96372",2023,32,3,14,1
3848,1,"40,77632","-73,96372",2023,32,3,14,1
3851,1,"40,77632","-73,96372",2023,32,3,14,1
3853,1,"40,77632","-73,96372",2023,42,2,17,1
3856,1,"40,77632","-73,96372",2023,42,2,17,1
3859,1,"40,77632","-73,96372",2023,42,2,17,1
3868,1,"40,77632","-73,96372",2023,38,6,11,1
3874,1,"40,72609","-73,99682",2023,25,5,14,1
3878,1,"40,72609","-73,99682",2023,25,5,14,1
3879,1,"40,72609","-73,99682",2023,25,5,14,1
3888,1,"40,72609","-73,99682",2023,28,6,12,1
3890,1,"40,72609","-73,99682",2023,28,6,12,1
3892,1,"40,72609","-73,99682",2023,28,6,12,1
3896,1,"40,72609","-73,99682",2023,48,1,9,1
3897,1,"40,72609","-73,99682",2023,48,1,9,1
3900,1,"40,72609","-73,99682",2023,48,1,9,1
3902,1,"40,72609","-73,99682",2023,48,1,9,1
3905,1,"40,72609","-73,99682",2023,44,5,18,1
3906,1,"40,72609","-73,99682",2023,44,5,18,1
3908,1,"40,72609","-73,99682",2023,44,5,18,1
3909,1,"40,72609","-73,99682",2023,44,5,18,1
3914,1,"40,72609","-73,99682",2023,35,3,13,1
3916,1,"40,72609","-73,99682",2023,35,3,13,1
3920,1,"40,72609","-73,99682",2023,35,3,13,1
3922,1,"40,72609","-73,99682",2023,35,3,13,1
3923,1,"40,72609","-73,99682",2023,35,3,13,1
3926,1,"40,72609","-73,99682",2023,44,5,17,1
3930,1,"40,72609","-73,99682",2023,44,5,17,1
3931,1,"40,72609","-73,99682",2023,44,5,17,1
3936,1,"40,72609","-73,99682",2023,36,5,9,1
3940,1,"40,72609","-73,99682",2023,36,5,9,1
3942,1,"40,72609","-73,99682",2023,36,5,9,1
3945,1,"40,72609","-73,99682",2023,48,1,10,1
3948,1,"40,72609","-73,99682",2023,48,1,10,1
3949,1,"40,72609","-73,99682",2023,48,1,10,1
3950,1,"40,72609","-73,99682",2023,48,1,10,1
3952,1,"40,72609","-73,99682",2023,28,6,8,1
3954,1,"40,72609","-73,99682",2023,28,6,8,1
3956,1,"40,72609","-73,99682",2023,28,6,8,1
3959,1,"40,72609","-73,99682",2023,44,5,9,1
3962,1,"40,72609","-73,99682",2023,44,5,9,1
3964,1,"40,72609","-73,99682",2023,44,5,9,1
3965,1,"40,72609","-73,99682",2023,44,5,9,1
3978,1,"40,72609","-73,99682",2023,45,1,9,1
4006,1,"40,73055","-73,99949000000001",2023,19,2,16,1
4007,1,"40,73055","-73,99949000000001",2023,19,2,16,1
4010,1,"40,73055","-73,99949000000001",2023,19,2,16,1
4012,1,"40,73055","-73,99949000000001",2023,19,2,16,1
4013,1,"40,73055","-73,99949000000001",2023,19,2,16,1
4027,1,"40,73055","-73,99949000000001",2023,47,6,18,1
4030,1,"40,73055","-73,99949000000001",2023,47,6,18,1
4031,1,"40,73055","-73,99949000000001",2023,47,6,18,1
4034,1,"40,73055","-73,99949000000001",2023,23,6,10,1
4035,1,"40,73055","-73,99949000000001",2023,23,6,10,1
4036,1,"40,73055","-73,99949000000001",2023,23,6,10,1
4037,1,"40,73055","-73,99949000000001",2023,23,6,10,1
4038,1,"40,73055","-73,99949000000001",2023,23,6,10,1
4039,1,"40,73055","-73,99949000000001",2023,23,6,10,1
4048,1,"40,73055","-73,99949000000001",2023,33,1,13,1
4049,1,"40,73055","-73,99949000000001",2023,33,1,13,1
4052,1,"40,73055","-73,99949000000001",2023,33,1,13,1
4053,1,"40,73055","-73,99949000000001",2023,33,1,13,1
4058,1,"40,73055","-73,99949000000001",2023,45,5,19,1
4062,1,"40,73055","-73,99949000000001",2023,45,5,19,1
4063,1,"40,73055","-73,99949000000001",2023,45,5,19,1
4065,1,"40,73055","-73,99949000000001",2023,45,5,19,1
4075,1,"40,73055","-73,99949000000001",2023,39,5,16,1
4078,1,"40,73055","-73,99949000000001",2023,39,5,16,1
4080,1,"40,73055","-73,99949000000001",2023,39,5,16,1
4083,1,"40,73055","-73,99949000000001",2023,48,4,16,1
4084,1,"40,73055","-73,99949000000001",2023,48,4,16,1
4086,1,"40,73055","-73,99949000000001",2023,48,4,16,1
4087,1,"40,73055","-73,99949000000001",2023,48,4,16,1
4092,1,"40,73055","-73,99949000000001",2023,47,4,10,1
4093,1,"40,73055","-73,99949000000001",2023,47,4,10,1
4096,1,"40,73055","-73,99949000000001",2023,47,4,10,1
4099,1,"40,73055","-73,99949000000001",2023,47,4,10,1
4100,1,"40,73055","-73,99949000000001",2023,36,3,8,1
4101,1,"40,73055","-73,99949000000001",2023,36,3,8,1
4102,1,"40,73055","-73,99949000000001",2023,36,3,8,1
4103,1,"40,73055","-73,99949000000001",2023,36,3,8,1
4104,1,"40,73055","-73,99949000000001",2023,36,3,8,1
4106,1,"40,73055","-73,99949000000001",2023,40,5,9,1
4114,1,"40,73055","-73,99949000000001",2023,50,3,12,1
4127,1,"40,73055","-73,99949000000001",2023,17,0,12,1
4132,1,"40,73055","-73,99949000000001",2023,17,0,12,1
4133,1,"40,73055","-73,99949000000001",2023,17,0,12,1
4138,1,"40,73055","-73,99949000000001",2023,45,5,17,1
4142,1,"40,73055","-73,99949000000001",2023,45,5,17,1
4143,1,"40,73055","-73,99949000000001",2023,45,5,17,1
4148,1,"40,73055","-73,99949000000001",2023,42,1,18,1
4152,1,"40,73055","-73,99949000000001",2023,42,1,18,1
4154,1,"40,73055","-73,99949000000001",2023,42,1,18,1
4155,1,"40,73055","-73,99949000000001",2023,42,1,18,1
4156,4,"40,73802","-73,85184",2023,34,1,9,1
4157,4,"40,73802","-73,85184",2023,34,1,9,1
4158,4,"40,73802","-73,85184",2023,34,1,9,1
4159,4,"40,73802","-73,85184",2023,34,1,9,1
4160,4,"40,73802","-73,85184",2023,34,1,9,1
4163,4,"40,73802","-73,85184",2023,20,0,10,1
4164,4,"40,73802","-73,85184",2023,20,0,10,1
4166,4,"40,73802","-73,85184",2023,20,0,10,1
4167,4,"40,73802","-73,85184",2023,20,0,10,1
4169,4,"40,73802","-73,85184",2023,20,0,10,1
4171,4,"40,73802","-73,85184",2023,29,5,20,1
4172,4,"40,73802","-73,85184",2023,29,5,20,1
4174,4,"40,73802","-73,85184",2023,29,5,20,1
4175,4,"40,73802","-73,85184",2023,29,5,20,1
4177,4,"40,73802","-73,85184",2023,29,5,20,1
4185,4,"40,73802","-73,85184",2023,24,5,19,1
4186,4,"40,73802","-73,85184",2023,24,5,19,1
4190,4,"40,73802","-73,85184",2023,24,5,19,1
4191,4,"40,73802","-73,85184",2023,24,5,19,1
4192,4,"40,73802","-73,85184",2023,24,5,19,1
4193,4,"40,73802","-73,85184",2023,24,5,19,1
4194,4,"40,73802","-73,85184",2023,51,5,8,1
4196,4,"40,73802","-73,85184",2023,51,5,8,1
4199,4,"40,73802","-73,85184",2023,51,5,8,1
4200,4,"40,73802","-73,85184",2023,37,0,20,1
4201,4,"40,73802","-73,85184",2023,37,0,20,1
4202,4,"40,73802","-73,85184",2023,37,0,20,1
4203,4,"40,73802","-73,85184",2023,37,0,20,1
4204,4,"40,73802","-73,85184",2023,37,0,20,1
4207,4,"40,73802","-73,85184",2023,18,4,18,1
4208,4,"40,73802","-73,85184",2023,18,4,18,1
4210,4,"40,73802","-73,85184",2023,18,4,18,1
4211,4,"40,73802","-73,85184",2023,18,4,18,1
4212,4,"40,73802","-73,85184",2023,18,4,18,1
4213,4,"40,73802","-73,85184",2023,18,4,18,1
4214,4,"40,73802","-73,85184",2023,34,1,11,1
4215,4,"40,73802","-73,85184",2023,34,1,11,1
4216,4,"40,73802","-73,85184",2023,34,1,11,1
4218,4,"40,73802","-73,85184",2023,34,1,11,1
4221,4,"40,73802","-73,85184",2023,34,3,11,1
4222,4,"40,73802","-73,85184",2023,34,3,11,1
4224,4,"40,73802","-73,85184",2023,34,3,11,1
4225,4,"40,73802","-73,85184",2023,34,3,11,1
4226,4,"40,73802","-73,85184",2023,34,3,11,1
4229,4,"40,73802","-73,85184",2023,40,6,20,1
4232,4,"40,73802","-73,85184",2023,40,6,20,1
4233,4,"40,73802","-73,85184",2023,40,6,20,1
4236,4,"40,73802","-73,85184",2023,34,1,10,1
4238,4,"40,73802","-73,85184",2023,34,1,10,1
4239,4,"40,73802","-73,85184",2023,34,1,10,1
4244,4,"40,73802","-73,85184",2023,47,5,19,1
4245,4,"40,73802","-73,85184",2023,47,5,19,1
4248,4,"40,73802","-73,85184",2023,47,5,19,1
4250,4,"40,73802","-73,85184",2023,47,5,19,1
4254,4,"40,73802","-73,85184",2023,49,3,16,1
4255,4,"40,73802","-73,85184",2023,49,3,16,1
4258,4,"40,73802","-73,85184",2023,49,3,16,1
4259,4,"40,73802","-73,85184",2023,49,3,16,1
4261,4,"40,73802","-73,85184",2023,49,3,16,1
4263,3,"40,72399","-73,95679",2023,33,3,12,1
4266,3,"40,72399","-73,95679",2023,33,3,12,1
4267,3,"40,72399","-73,95679",2023,33,3,12,1
4271,3,"40,72399","-73,95679",2023,21,0,8,1
4274,3,"40,72399","-73,95679",2023,21,0,8,1
4276,3,"40,72399","-73,95679",2023,21,0,8,1
4278,3,"40,72399","-73,95679",2023,19,2,11,1
4282,3,"40,72399","-73,95679",2023,19,2,11,1
4285,3,"40,72399","-73,95679",2023,19,2,11,1
4286,3,"40,72399","-73,95679",2023,30,1,17,1
4288,3,"40,72399","-73,95679",2023,30,1,17,1
4291,3,"40,72399","-73,95679",2023,30,1,17,1
4319,3,"40,72399","-73,95679",2023,21,0,10,1
4322,3,"40,72399","-73,95679",2023,21,0,10,1
4324,3,"40,72399","-73,95679",2023,21,0,10,1
4326,3,"40,72399","-73,95679",2023,27,5,11,1
4328,3,"40,72399","-73,95679",2023,27,5,11,1
4329,3,"40,72399","-73,95679",2023,27,5,11,1
4333,3,"40,72399","-73,95679",2023,17,6,9,1
4336,3,"40,72399","-73,95679",2023,17,6,9,1
4338,3,"40,72399","-73,95679",2023,17,6,9,1
4340,3,"40,72399","-73,95679",2023,19,0,9,1
4345,3,"40,68862","-73,98404000000001",2023,35,3,15,1
4348,3,"40,68862","-73,98404000000001",2023,35,3,15,1
4350,3,"40,68862","-73,98404000000001",2023,35,3,15,1
4352,3,"40,68862","-73,98404000000001",2023,28,0,9,1
4357,3,"40,68862","-73,98404000000001",2023,21,3,18,1
4360,3,"40,68862","-73,98404000000001",2023,21,3,18,1
4362,3,"40,68862","-73,98404000000001",2023,21,3,18,1
4367,3,"40,68862","-73,98404000000001",2023,20,0,13,1
4368,3,"40,68862","-73,98404000000001",2023,20,0,13,1
4372,3,"40,68862","-73,98404000000001",2023,20,0,13,1
4373,3,"40,68862","-73,98404000000001",2023,20,0,13,1
4383,3,"40,68862","-73,98404000000001",2023,48,2,8,1
4384,3,"40,68862","-73,98404000000001",2023,48,2,8,1
4386,3,"40,68862","-73,98404000000001",2023,48,2,8,1
4389,3,"40,68862","-73,98404000000001",2023,48,2,8,1
4391,3,"40,68862","-73,98404000000001",2023,40,0,20,1
4394,3,"40,68862","-73,98404000000001",2023,40,0,20,1
4397,3,"40,68862","-73,98404000000001",2023,40,0,20,1
4405,3,"40,68862","-73,98404000000001",2023,16,0,14,1
4408,3,"40,68862","-73,98404000000001",2023,16,0,14,1
4409,3,"40,68862","-73,98404000000001",2023,16,0,14,1
4410,3,"40,68862","-73,98404000000001",2023,16,0,14,1
4413,3,"40,68862","-73,98404000000001",2023,19,5,16,1
4414,3,"40,68862","-73,98404000000001",2023,19,5,16,1
4416,3,"40,68862","-73,98404000000001",2023,19,5,16,1
4418,3,"40,68862","-73,98404000000001",2023,19,5,16,1
4422,3,"40,68862","-73,98404000000001",2023,40,0,17,1
4426,3,"40,68862","-73,98404000000001",2023,40,0,17,1
4427,3,"40,68862","-73,98404000000001",2023,40,0,17,1
4444,3,"40,68862","-73,98404000000001",2023,39,2,11,1
4445,3,"40,68862","-73,98404000000001",2023,39,2,11,1
4448,3,"40,68862","-73,98404000000001",2023,39,2,11,1
4449,3,"40,68862","-73,98404000000001",2023,39,2,11,1
4458,3,"40,68862","-73,98404000000001",2023,30,1,13,1
4459,3,"40,68862","-73,98404000000001",2023,30,1,13,1
4460,3,"40,68862","-73,98404000000001",2023,30,1,13,1
4461,3,"40,68862","-73,98404000000001",2023,30,1,13,1
4462,3,"40,68862","-73,98404000000001",2023,30,1,13,1
4463,3,"40,68862","-73,98404000000001",2023,30,1,13,1
4471,3,"40,6942","-73,98661",2023,30,6,15,1
4474,3,"40,6942","-73,98661",2023,30,6,15,1
4475,3,"40,6942","-73,98661",2023,30,6,15,1
4486,3,"40,6942","-73,98661",2023,29,4,14,1
4531,3,"40,6942","-73,98661",2023,22,5,12,1
4536,3,"40,6942","-73,98661",2023,22,5,12,1
4537,3,"40,6942","-73,98661",2023,22,5,12,1
4549,3,"40,6942","-73,98661",2023,35,0,14,1
4554,3,"40,6942","-73,98661",2023,35,0,14,1
4557,3,"40,6942","-73,98661",2023,35,0,14,1
4560,3,"40,6942","-73,98661",2023,21,5,20,1
4564,3,"40,6942","-73,98661",2023,21,5,20,1
4567,3,"40,6942","-73,98661",2023,21,5,20,1
4623,3,"40,6942","-73,98661",2023,38,3,16,1
4627,3,"40,6942","-73,98661",2023,41,1,17,1
4630,3,"40,6942","-73,98661",2023,41,1,17,1
4633,3,"40,6942","-73,98661",2023,41,1,17,1
4641,1,"40,71732","-73,99993",2023,42,5,8,1
4642,1,"40,71732","-73,99993",2023,42,5,8,1
4644,1,"40,71732","-73,99993",2023,42,5,8,1
4646,1,"40,71732","-73,99993",2023,42,5,8,1
4647,1,"40,71732","-73,99993",2023,42,5,8,1
4648,1,"40,71732","-73,99993",2023,19,3,15,1
4649,1,"40,71732","-73,99993",2023,19,3,15,1
4650,1,"40,71732","-73,99993",2023,19,3,15,1
4651,1,"40,71732","-73,99993",2023,19,3,15,1
4652,1,"40,71732","-73,99993",2023,19,3,15,1
4653,1,"40,71732","-73,99993",2023,19,3,15,1
4656,1,"40,71732","-73,99993",2023,19,2,20,1
4660,1,"40,71732","-73,99993",2023,40,6,13,1
4661,1,"40,71732","-73,99993",2023,40,6,13,1
4662,1,"40,71732","-73,99993",2023,40,6,13,1
4663,1,"40,71732","-73,99993",2023,40,6,13,1
4664,1,"40,71732","-73,99993",2023,40,6,13,1
4665,1,"40,71732","-73,99993",2023,40,6,13,1
4672,1,"40,71732","-73,99993",2023,40,6,15,1
4673,1,"40,71732","-73,99993",2023,40,6,15,1
4674,1,"40,71732","-73,99993",2023,40,6,15,1
4676,1,"40,71732","-73,99993",2023,40,6,15,1
4677,1,"40,71732","-73,99993",2023,40,6,15,1
4678,1,"40,71732","-73,99993",2023,42,5,18,1
4679,1,"40,71732","-73,99993",2023,42,5,18,1
4680,1,"40,71732","-73,99993",2023,42,5,18,1
4681,1,"40,71732","-73,99993",2023,42,5,18,1
4682,1,"40,71732","-73,99993",2023,42,5,18,1
4686,1,"40,71732","-73,99993",2023,19,2,10,1
4687,1,"40,71732","-73,99993",2023,19,2,10,1
4690,1,"40,71732","-73,99993",2023,19,2,10,1
4691,1,"40,71732","-73,99993",2023,19,2,10,1
4692,1,"40,71732","-73,99993",2023,19,2,10,1
4693,1,"40,71732","-73,99993",2023,19,2,10,1
4695,1,"40,71732","-73,99993",2023,40,6,17,1
4696,1,"40,71732","-73,99993",2023,40,6,17,1
4698,1,"40,71732","-73,99993",2023,40,6,17,1
4700,1,"40,71732","-73,99993",2023,40,6,17,1
4702,1,"40,71732","-73,99993",2023,34,6,14,1
4708,1,"40,7551","-73,99005",2023,19,3,20,1
4714,1,"40,7551","-73,99005",2023,19,3,20,1
4715,1,"40,7551","-73,99005",2023,19,3,20,1
4720,1,"40,7551","-73,99005",2023,40,6,18,1
4733,1,"40,7551","-73,99005",2023,49,3,12,1
4736,1,"40,7551","-73,99005",2023,49,3,12,1
4737,1,"40,7551","-73,99005",2023,49,3,12,1
4738,1,"40,7551","-73,99005",2023,49,3,12,1
4739,1,"40,7551","-73,99005",2023,49,3,12,1
4741,1,"40,7551","-73,99005",2023,42,6,17,1
4744,1,"40,7551","-73,99005",2023,42,6,17,1
4746,1,"40,7551","-73,99005",2023,42,6,17,1
4750,3,"40,67517","-74,01576",2023,44,4,10,1
4754,3,"40,67517","-74,01576",2023,44,4,19,1
4755,3,"40,67517","-74,01576",2023,44,4,19,1
4756,3,"40,67517","-74,01576",2023,44,4,19,1
4757,3,"40,67517","-74,01576",2023,44,4,19,1
4761,3,"40,67517","-74,01576",2023,23,0,19,1
4762,3,"40,67517","-74,01576",2023,23,0,19,1
4764,3,"40,67517","-74,01576",2023,23,0,19,1
4765,3,"40,67517","-74,01576",2023,23,0,19,1
4766,3,"40,67517","-74,01576",2023,23,0,19,1
4767,3,"40,67517","-74,01576",2023,23,0,19,1
4785,3,"40,67517","-74,01576",2023,37,1,8,1
4788,3,"40,67517","-74,01576",2023,37,1,8,1
4789,3,"40,67517","-74,01576",2023,37,1,8,1
4796,3,"40,67517","-74,01576",2023,27,3,15,1
4798,3,"40,67517","-74,01576",2023,27,3,15,1
4800,3,"40,67517","-74,01576",2023,27,3,15,1
4810,3,"40,67517","-74,01576",2023,22,6,18,1
4814,3,"40,67517","-74,01576",2023,51,3,20,1
4816,3,"40,67517","-74,01576",2023,51,3,20,1
4817,3,"40,67517","-74,01576",2023,51,3,20,1
4818,3,"40,67517","-74,01576",2023,51,3,20,1
4840,3,"40,67634","-74,01375",2023,34,0,9,1
4841,3,"40,67634","-74,01375",2023,34,0,9,1
4844,3,"40,67634","-74,01375",2023,34,0,9,1
4845,3,"40,67634","-74,01375",2023,34,0,9,1
4846,3,"40,67634","-74,01375",2023,34,0,9,1
4850,3,"40,67634","-74,01375",2023,16,2,16,1
4854,3,"40,67634","-74,01375",2023,16,2,16,1
4856,3,"40,67634","-74,01375",2023,16,2,16,1
4859,3,"40,67634","-74,01375",2023,46,5,11,1
4860,3,"40,67634","-74,01375",2023,46,5,11,1
4862,3,"40,67634","-74,01375",2023,46,5,11,1
4865,3,"40,67634","-74,01375",2023,46,5,11,1
4873,3,"40,67634","-74,01375",2023,25,0,13,1
4874,3,"40,67634","-74,01375",2023,25,0,13,1
4876,3,"40,67634","-74,01375",2023,25,0,13,1
4877,3,"40,67634","-74,01375",2023,25,0,13,1
4881,3,"40,67634","-74,01375",2023,26,1,9,1
4884,3,"40,67634","-74,01375",2023,26,1,9,1
4886,3,"40,67634","-74,01375",2023,26,1,9,1
4888,3,"40,67634","-74,01375",2023,47,6,10,1
4889,3,"40,67634","-74,01375",2023,47,6,10,1
4890,3,"40,67634","-74,01375",2023,47,6,10,1
4891,3,"40,67634","-74,01375",2023,47,6,10,1
4892,3,"40,67634","-74,01375",2023,47,6,10,1
4893,3,"40,67634","-74,01375",2023,47,6,10,1
4895,3,"40,67634","-74,01375",2023,37,6,11,1
4898,3,"40,67634","-74,01375",2023,37,6,11,1
4899,3,"40,67634","-74,01375",2023,37,6,11,1
4900,3,"40,67634","-74,01375",2023,37,6,11,1
4901,3,"40,67634","-74,01375",2023,37,6,11,1
4914,3,"40,67634","-74,01375",2023,48,6,20,1
4916,3,"40,67634","-74,01375",2023,48,6,20,1
4917,3,"40,67634","-74,01375",2023,48,6,20,1
4918,3,"40,67634","-74,01375",2023,48,6,20,1
4919,3,"40,67634","-74,01375",2023,48,6,20,1
4922,3,"40,67634","-74,01375",2023,18,2,18,1
4923,3,"40,67634","-74,01375",2023,18,2,18,1
4926,3,"40,67634","-74,01375",2023,18,2,18,1
4927,3,"40,67634","-74,01375",2023,18,2,18,1
4931,3,"40,67634","-74,01375",2023,18,2,10,1
4932,3,"40,67634","-74,01375",2023,18,2,10,1
4934,3,"40,67634","-74,01375",2023,18,2,10,1
4936,3,"40,67634","-74,01375",2023,18,2,10,1
4941,3,"40,67634","-74,01375",2023,21,6,14,1
4942,3,"40,67634","-74,01375",2023,21,6,14,1
4946,3,"40,67634","-74,01375",2023,21,6,14,1
4949,3,"40,67634","-74,01375",2023,21,6,14,1
4950,3,"40,67634","-74,01375",2023,27,4,18,1
4951,3,"40,67634","-74,01375",2023,27,4,18,1
4952,3,"40,67634","-74,01375",2023,27,4,18,1
4955,3,"40,67634","-74,01375",2023,27,4,18,1
4957,3,"40,67634","-74,01375",2023,48,3,19,1
4958,3,"40,67634","-74,01375",2023,48,3,19,1
4960,3,"40,67634","-74,01375",2023,48,3,19,1
4961,3,"40,67634","-74,01375",2023,48,3,19,1
4964,3,"40,67634","-74,01375",2023,45,5,12,1
4966,3,"40,67634","-74,01375",2023,45,5,12,1
4967,3,"40,67634","-74,01375",2023,45,5,12,1
4968,3,"40,67634","-74,01375",2023,45,5,12,1
4969,3,"40,67634","-74,01375",2023,45,5,12,1
4978,3,"40,67634","-74,01375",2023,52,6,12,1
4980,3,"40,67634","-74,01375",2023,52,6,12,1
4982,3,"40,67634","-74,01375",2023,52,6,12,1
4983,3,"40,67634","-74,01375",2023,52,6,12,1
4984,3,"40,67634","-74,01375",2023,27,1,19,1
4988,3,"40,67634","-74,01375",2023,27,1,19,1
4990,3,"40,67634","-74,01375",2023,27,1,19,1
5002,3,"40,68876","-73,98453",2023,25,3,16,1
5007,3,"40,68876","-73,98453",2023,50,0,12,1
5010,3,"40,68876","-73,98453",2023,50,0,12,1
5013,3,"40,68876","-73,98453",2023,50,0,12,1
5020,3,"40,68876","-73,98453",2023,43,1,20,1
5032,3,"40,68876","-73,98453",2023,43,1,20,1
5033,3,"40,68876","-73,98453",2023,43,1,20,1
5034,3,"40,68876","-73,98453",2023,43,1,20,1
5035,3,"40,68876","-73,98453",2023,43,1,20,1
5037,3,"40,68876","-73,98453",2023,17,1,16,1
5040,3,"40,68876","-73,98453",2023,17,1,16,1
5041,3,"40,68876","-73,98453",2023,17,1,16,1
5046,3,"40,68876","-73,98453",2023,16,2,17,1
5047,3,"40,68876","-73,98453",2023,16,2,17,1
5050,3,"40,68876","-73,98453",2023,16,2,17,1
5051,3,"40,68876","-73,98453",2023,16,2,17,1
5052,3,"40,68876","-73,98453",2023,16,2,17,1
5053,3,"40,68876","-73,98453",2023,16,2,17,1
5057,3,"40,68876","-73,98453",2023,35,3,12,1
5058,3,"40,68876","-73,98453",2023,35,3,12,1
5062,3,"40,68876","-73,98453",2023,35,3,12,1
5063,3,"40,68876","-73,98453",2023,35,3,12,1
5084,3,"40,68876","-73,98453",2023,16,2,11,1
5088,3,"40,68876","-73,98453",2023,16,2,11,1
5090,3,"40,68876","-73,98453",2023,16,2,11,1
5093,3,"40,68876","-73,98453",2023,26,5,20,1
5094,3,"40,68876","-73,98453",2023,26,5,20,1
5096,3,"40,68876","-73,98453",2023,26,5,20,1
5097,3,"40,68876","-73,98453",2023,26,5,20,1
5098,3,"40,68876","-73,98453",2023,26,5,20,1
5102,3,"40,68876","-73,98453",2023,23,1,8,1
5106,3,"40,68876","-73,98453",2023,23,1,8,1
5107,3,"40,68876","-73,98453",2023,23,1,8,1
5112,3,"40,68876","-73,98453",2023,35,3,14,1
5116,1,"40,72783","-73,98863",2023,33,6,13,1
5117,1,"40,72783","-73,98863",2023,33,6,13,1
5118,1,"40,72783","-73,98863",2023,33,6,13,1
5119,1,"40,72783","-73,98863",2023,33,6,13,1
5120,1,"40,72783","-73,98863",2023,33,6,13,1
5121,1,"40,72783","-73,98863",2023,33,6,13,1
5126,1,"40,72783","-73,98863",2023,34,5,9,1
5136,1,"40,72783","-73,98863",2023,28,2,15,1
5137,1,"40,72783","-73,98863",2023,28,2,15,1
5140,1,"40,72783","-73,98863",2023,28,2,15,1
5141,1,"40,72783","-73,98863",2023,28,2,15,1
5142,1,"40,72783","-73,98863",2023,28,2,15,1
5143,1,"40,72783","-73,98863",2023,28,2,15,1
5146,1,"40,72783","-73,98863",2023,29,1,20,1
5150,1,"40,72783","-73,98863",2023,29,1,20,1
5151,1,"40,72783","-73,98863",2023,29,1,20,1
5152,1,"40,72783","-73,98863",2023,29,1,20,1
5154,1,"40,72783","-73,98863",2023,16,6,8,1
5156,1,"40,72783","-73,98863",2023,16,6,8,1
5159,1,"40,72783","-73,98863",2023,16,6,8,1
